id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.AUD.price,quote.AUD.volume_24h,quote.AUD.volume_change_24h,quote.AUD.percent_change_1h,quote.AUD.percent_change_24h,quote.AUD.percent_change_7d,quote.AUD.percent_change_30d,quote.AUD.percent_change_60d,quote.AUD.percent_change_90d,quote.AUD.market_cap,quote.AUD.market_cap_dominance,quote.AUD.fully_diluted_market_cap,quote.AUD.tvl,quote.AUD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
52,XRP,XRP,xrp,1341,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55570463728.0,99987531962.0,False,,7,,,,2024-06-19T03:51:00.000Z,0.7450412756086978,2403830567.0088778,-35.5417,0.40653193,1.19656869,3.15827771,-3.31356584,-3.19102013,-18.53379753,41402289182.07599,1.1572,74504127560.87581,,2024-06-19T03:50:02.000Z,,,,,,2024-06-19 13:52:04.926521
74,Dogecoin,DOGE,dogecoin,1009,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144768356383.7052,144768356383.7052,True,,8,,,,2024-06-19T03:51:00.000Z,0.1892776309627147,1489683810.965309,-31.6788,0.92488582,3.55273302,-8.92857605,-16.62520178,-18.83733294,-16.2837628,27401411534.673714,0.7659,27401411534.678024,,2024-06-19T03:50:02.000Z,,,,,,2024-06-19 13:52:04.926521
11419,Toncoin,TON,toncoin,426,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2438122725.516088,5107786551.142664,True,,9,3414166606.0,24493860832.144768,,2024-06-19T03:50:00.000Z,10.770280213900442,637730271.2002645,-9.095,-0.18825804,-4.63345507,1.80419388,12.85031946,18.2222815,68.90856006,26259264949.686943,0.734,55012292428.593315,,2024-06-19T03:50:02.000Z,,,,,,2024-06-19 13:52:04.926521
2010,Cardano,ADA,cardano,1196,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35734412443.601,36980576545.153,False,,10,,,,2024-06-19T03:50:00.000Z,0.588502022862822,644633000.284322,-24.7681,0.74015086,3.45626495,-7.40843965,-16.74840759,-18.0000975,-38.69438852,21029774008.87359,0.5878,26482591028.830017,,2024-06-19T03:50:02.000Z,,,,,,2024-06-19 13:52:04.926521
5994,Shiba Inu,SHIB,shiba-inu,833,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271349448629.4,589519792189012.2,False,,11,,,,2024-06-19T03:50:00.000Z,2.8145083731315415e-05,714704402.7383529,-20.1007,0.60083204,4.126821,-14.36655956,-21.52037881,-18.80361863,-30.52078751,16585091470.6969,0.4636,16592083912.426397,,2024-06-19T03:50:02.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-19 13:52:04.926521
5805,Avalanche,AVAX,avalanche,744,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393356455.3538252,442702825.3538252,False,,12,,,,2024-06-19T03:50:00.000Z,40.62670911905819,475686606.5987089,-29.8555,0.65378923,2.42492745,-14.22455651,-24.16414337,-22.86757574,-51.90646909,15980778291.763655,0.4467,29078515009.15202,,2024-06-19T03:50:02.000Z,,,,,,2024-06-19 13:52:04.926521
1958,TRON,TRX,tron,992,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87264925929.89293,87264931849.3556,True,,13,71659659264.0,8320605139.458888,,2024-06-19T03:50:00.000Z,0.17431495205160247,418063725.7491084,-26.5668,0.18236492,1.49498661,-0.98783479,-4.41252886,5.83268495,-4.14440569,15211581379.255926,0.4252,15211582411.105503,,2024-06-19T03:50:02.000Z,,,,,,2024-06-19 13:52:04.926521
6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1458690150.0771096,8563993619.36109,,2024-06-19T03:51:00.000Z,8.81389254623696,405708452.2962938,-0.4469,0.61520458,1.93192582,-8.42527007,-15.5316968,-12.78092076,-37.98105243,12673967030.571632,0.3542,12673967030.577784,,2024-06-19T03:50:02.000Z,,,,,,2024-06-19 13:52:04.926521
1975,Chainlink,LINK,chainlink,1796,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,587099970.4527867,1000000000.0,False,,15,,,,2024-06-19T03:50:00.000Z,21.33551445943413,640615848.1777987,-10.2417,0.50052897,3.30345497,-6.25307541,-15.78571917,1.51082705,-22.59621691,12526079908.72878,0.3501,21335514459.427418,,2024-06-19T03:50:02.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-19 13:52:04.926521
1,Bitcoin,BTC,bitcoin,11114,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19714259.0,19714259.0,False,,1,,,,2024-06-19T03:56:00.000Z,98204.64784375203,52982791281.39392,-0.3655,0.18105863,-0.2132294,-2.99532888,-1.88695712,2.23217671,-1.85253452,1936031862595.5193,54.1649,2062297604718.7974,,2024-06-19T03:55:04.000Z,,,,,,2024-06-19 13:57:05.264823
1027,Ethereum,ETH,ethereum,9069,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122276014.91129717,122276014.91129717,True,,2,,,,2024-06-19T03:55:00.000Z,5347.397298144399,28954994109.39429,-6.961,0.75098636,3.5716789,1.54426249,15.34653795,16.61176632,1.73269572,653858431764.5348,18.2932,653858431764.5402,,2024-06-19T03:55:04.000Z,,,,,,2024-06-19 13:57:05.264823
825,Tether USDt,USDT,tether,88926,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112606076384.23582,116084537290.48198,True,,3,,,,2024-06-19T03:55:00.000Z,1.5009737408038368,102840536302.34163,-6.8959,0.01870747,-0.02083795,0.00069625,-0.03036898,-0.06159436,-0.08967382,169018763707.68903,4.7287,174239842186.38437,,2024-06-19T03:55:04.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-19 13:57:05.264823
1839,BNB,BNB,bnb,2183,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583919.46604127,147583919.46604127,False,,4,,,,2024-06-19T03:55:00.000Z,897.7554072821491,3023154342.1027055,-4.6245,0.44374981,0.70371115,-1.49176236,3.8151633,7.4093721,8.51659548,132494261728.53177,3.7068,132494261728.52464,,2024-06-19T03:55:04.000Z,,,,,,2024-06-19 13:57:05.264823
5426,Solana,SOL,solana,689,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,461907104.1056079,578472035.7131325,True,,5,,,,2024-06-19T03:55:00.000Z,211.0058338919872,4734770299.648614,-6.3544,1.30088854,3.75791026,-5.97744072,-18.45439931,-1.30604534,-26.0223217,97465093682.43675,2.7268,122060974278.84467,,2024-06-19T03:55:04.000Z,,,,,,2024-06-19 13:57:05.264823
3408,USDC,USDC,usd-coin,19782,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32844243583.581158,32844243583.581158,False,,6,,,,2024-06-19T03:55:00.000Z,1.5013532677099624,9695139973.426682,-4.513,-0.00927854,0.00114522,0.00779052,-0.00820108,-0.00212528,-0.05763739,49310812429.67154,1.3796,49310812429.66435,,2024-06-19T03:55:04.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-19 13:57:05.264823
52,XRP,XRP,xrp,1341,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55570463728.0,99987531962.0,False,,7,,,,2024-06-19T03:56:00.000Z,0.7450241453284698,2402599740.2699766,-35.5996,0.33070883,1.2448336,3.1085014,-3.31660241,-3.45228091,-18.22051684,41401337244.45993,1.1583,74502414532.84837,,2024-06-19T03:55:04.000Z,,,,,,2024-06-19 13:57:05.264823
74,Dogecoin,DOGE,dogecoin,1009,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144768356383.7052,144768356383.7052,True,,8,,,,2024-06-19T03:56:00.000Z,0.18914199309393614,1489314223.3855007,-31.6114,0.69213075,3.4908393,-9.09198588,-16.63096825,-18.94867059,-15.8522706,27381775463.347256,0.7661,27381775463.354397,,2024-06-19T03:55:04.000Z,,,,,,2024-06-19 13:57:05.264823
11419,Toncoin,TON,toncoin,426,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2438122725.516088,5107786551.142664,True,,9,3414166606.0,24490753430.37685,,2024-06-19T03:55:00.000Z,10.769064486287272,636390007.229803,-9.5302,-0.10654304,-4.88541345,1.75784742,12.87066444,18.35387784,70.13259438,26256300856.565235,0.7346,55006082751.44765,,2024-06-19T03:55:04.000Z,,,,,,2024-06-19 13:57:05.264823
2010,Cardano,ADA,cardano,1196,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35734412443.601,36980576545.153,False,,10,,,,2024-06-19T03:55:00.000Z,0.5883826618888853,642423900.0971353,-25.209,0.75817572,3.4386453,-7.46820873,-16.72666803,-18.01338044,-38.4281863,21025508714.60126,0.5882,26477219785.00638,,2024-06-19T03:55:04.000Z,,,,,,2024-06-19 13:57:05.264823
5994,Shiba Inu,SHIB,shiba-inu,833,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271349448629.4,589519792189012.2,False,,11,,,,2024-06-19T03:55:00.000Z,2.8154315882817877e-05,715169407.7351085,-20.1054,0.40282994,4.187654,-14.36507731,-21.47993144,-18.72711123,-30.07442604,16590531713.07107,0.4642,16597526448.46639,,2024-06-19T03:55:04.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-19 13:57:05.264823
5805,Avalanche,AVAX,avalanche,744,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393356455.3538252,442702825.3538252,False,,12,,,,2024-06-19T03:55:00.000Z,40.597239856412685,475518469.59208715,-29.9866,0.65219195,2.18400719,-14.6914193,-24.18653179,-23.05455184,-51.59347555,15969186367.06753,0.4468,29057422422.15822,,2024-06-19T03:55:04.000Z,,,,,,2024-06-19 13:57:05.264823
1958,TRON,TRX,tron,992,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87264925929.89293,87264931849.3556,True,,13,71659659264.0,8320802103.057682,,2024-06-19T03:55:00.000Z,0.17432151682509656,418294243.0537644,-26.5472,0.16856017,1.51872358,-1.01770953,-4.39823458,5.86306726,-3.83647584,15212154253.728634,0.4256,15212155285.616486,,2024-06-19T03:55:04.000Z,,,,,,2024-06-19 13:57:05.264823
6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1458690150.0771096,8553023252.354171,,2024-06-19T03:55:00.000Z,8.80272519528738,405332749.40895504,-0.6379,0.42064536,1.81639988,-8.5086052,-15.6335443,-12.92256753,-37.66693022,12657908899.954391,0.3541,12657908899.950716,,2024-06-19T03:55:04.000Z,,,,,,2024-06-19 13:57:05.264823
1975,Chainlink,LINK,chainlink,1796,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,587099970.4527867,1000000000.0,False,,15,,,,2024-06-19T03:55:00.000Z,21.334129010595003,639778755.6310421,-10.4552,0.32984058,3.53057273,-6.25102811,-16.00922122,1.71496676,-22.21337179,12525266511.756266,0.3504,21334129010.59689,,2024-06-19T03:55:04.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-19 13:57:05.264823
1,Bitcoin,BTC,bitcoin,11114,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19714259.0,19714259.0,False,,1,,,,2024-06-19T04:00:00.000Z,98187.57999972119,52998547591.07688,-0.3713,0.10844967,-0.16064761,-2.96884726,-1.92357373,2.20814187,-1.91156308,1935695382697.7234,54.151,2061939179994.151,,2024-06-19T04:01:00.000Z,,,,,,2024-06-19 14:02:06.018379
1027,Ethereum,ETH,ethereum,9069,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122276014.91129717,122276014.91129717,True,,2,,,,2024-06-19T04:00:00.000Z,5353.548606318427,29033133130.888958,-6.6132,0.7306004,3.64743253,1.60844846,15.47726209,16.63772171,1.54446486,654610589214.5461,18.3127,654610589214.543,,2024-06-19T04:01:00.000Z,,,,,,2024-06-19 14:02:06.018379
825,Tether USDt,USDT,tether,88926,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112606076384.23582,116084537290.48198,True,,3,,,,2024-06-19T04:00:00.000Z,1.50116499450995,102885093155.57152,-6.9007,0.00158071,-0.01888983,-0.00175128,-0.02697174,-0.05450409,-0.04265264,169040300037.1284,4.7289,174262043784.36288,,2024-06-19T04:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-19 14:02:06.018379
1839,BNB,BNB,bnb,2183,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583919.46604127,147583919.46604127,False,,4,,,,2024-06-19T04:00:00.000Z,898.3779095010227,3023748954.6263447,-4.6646,0.46077539,0.72605549,-1.55941132,3.88395041,7.47279418,8.14274303,132586133045.86943,3.7091,132586133045.86362,,2024-06-19T04:01:00.000Z,,,,,,2024-06-19 14:02:06.018379
5426,Solana,SOL,solana,689,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,461907104.1056079,578472035.7131325,True,,5,,,,2024-06-19T04:00:00.000Z,210.72058753860142,4734230108.935726,-6.5112,0.90925514,3.50820605,-6.24098435,-18.53128349,-1.4648421,-26.31027638,97333336365.38763,2.7229,121895967240.12111,,2024-06-19T04:01:00.000Z,,,,,,2024-06-19 14:02:06.018379
3408,USDC,USDC,usd-coin,19782,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32844243583.581158,32844243583.581158,False,,6,,,,2024-06-19T04:00:00.000Z,1.501622663720224,9689984373.597477,-4.6075,-0.01030566,0.00236492,0.01067319,0.00019504,0.01439615,-0.01926647,49319660537.85301,1.3797,49319660537.85849,,2024-06-19T04:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-19 14:02:06.018379
52,XRP,XRP,xrp,1341,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55570463728.0,99987531962.0,False,,7,,,,2024-06-19T04:01:00.000Z,0.7446152771630395,2403710656.8856897,-35.5548,0.23033537,1.2087401,2.97795456,-3.36347744,-3.25518239,-18.43303206,41378616250.90336,1.1576,74461527716.29654,,2024-06-19T04:01:00.000Z,,,,,,2024-06-19 14:02:06.018379
74,Dogecoin,DOGE,dogecoin,1009,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144768576383.70523,144768576383.70523,True,,8,,,,2024-06-19T04:01:00.000Z,0.1889276066298879,1489732039.402472,-31.6085,0.4123972,3.39290995,-9.33655852,-16.6392683,-19.16705691,-16.36562576,27350780651.389538,0.7651,27350780651.3911,,2024-06-19T04:01:00.000Z,,,,,,2024-06-19 14:02:06.018379
11419,Toncoin,TON,toncoin,426,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2438122725.516088,5107786551.142664,True,,9,3414166606.0,24465562381.99788,,2024-06-19T04:00:00.000Z,10.759040875073996,635957809.4785142,-9.7677,-0.19960228,-4.87619875,1.58755477,12.86699202,18.11400463,69.36899689,26231862062.274406,0.7338,54954884284.89963,,2024-06-19T04:01:00.000Z,,,,,,2024-06-19 14:02:06.018379
2010,Cardano,ADA,cardano,1196,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35734411718.069,36980576545.153,False,,10,,,,2024-06-19T04:00:00.000Z,0.5887370371531551,642334677.8020643,-25.2743,0.71062361,3.49465778,-7.56964189,-16.68025509,-17.99337299,-38.46097627,21038171679.30693,0.5885,26493166671.88488,,2024-06-19T04:01:00.000Z,,,,,,2024-06-19 14:02:06.018379
5994,Shiba Inu,SHIB,shiba-inu,833,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271349448629.4,589519792189012.2,False,,11,,,,2024-06-19T04:00:00.000Z,2.8193751691958183e-05,715881077.3468971,-20.1038,0.34891883,4.15032387,-14.26816592,-21.34551049,-18.64920734,-30.166354,16613770105.539774,0.4648,16620774638.472984,,2024-06-19T04:01:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-19 14:02:06.018379
5805,Avalanche,AVAX,avalanche,744,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393356455.3538252,442702825.3538252,False,,12,,,,2024-06-19T04:00:00.000Z,40.60773042963787,475461525.33321404,-29.968,0.51189707,2.03640365,-14.86532213,-24.14490444,-23.06754886,-51.65583252,15973312901.766018,0.4469,29064931036.50397,,2024-06-19T04:01:00.000Z,,,,,,2024-06-19 14:02:06.018379
1958,TRON,TRX,tron,992,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87264891626.48808,87264901333.61563,True,,13,71659659264.0,8321837029.532678,,2024-06-19T04:00:00.000Z,0.17436026973504043,418631820.76861656,-26.4736,0.16842233,1.50425981,-0.9856779,-4.39086899,5.88185871,-4.13636105,15215530042.393532,0.4257,15215531734.932472,,2024-06-19T04:01:00.000Z,,,,,,2024-06-19 14:02:06.018379
