id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.AUD.price,quote.AUD.volume_24h,quote.AUD.volume_change_24h,quote.AUD.percent_change_1h,quote.AUD.percent_change_24h,quote.AUD.percent_change_7d,quote.AUD.percent_change_30d,quote.AUD.percent_change_60d,quote.AUD.percent_change_90d,quote.AUD.market_cap,quote.AUD.market_cap_dominance,quote.AUD.fully_diluted_market_cap,quote.AUD.tvl,quote.AUD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1975,Chainlink,LINK,chainlink,1796,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,587099970.4527867,1000000000.0,False,,15,,,,2024-06-19T04:15:00.000Z,21.408518253131266,638170669.9252809,-10.6617,0.16010886,3.72652822,-6.12354876,-16.06384235,2.3296172,-22.17704152,12568940433.85131,0.3508,21408518253.124363,,2024-06-19T04:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-19 14:17:08.928845
1,Bitcoin,BTC,bitcoin,11114,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19714284.0,19714284.0,False,,1,,,,2024-06-19T04:21:00.000Z,98443.17497830675,53105711627.264336,-0.3749,0.34756884,-0.22986309,-2.85368292,-1.64403075,2.61628687,-1.68318661,1940736709384.0332,54.1444,2067306674544.439,,2024-06-19T04:20:00.000Z,,,,,,2024-06-19 14:22:09.283215
1027,Ethereum,ETH,ethereum,9069,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122276014.91129717,122276014.91129717,True,,2,,,,2024-06-19T04:20:00.000Z,5356.5136546806025,29280950655.4879,-5.5619,0.78970817,3.56757897,1.1121784,15.51312469,16.90416387,1.65938599,654973143512.2922,18.2589,654973143512.2949,,2024-06-19T04:20:00.000Z,,,,,,2024-06-19 14:22:09.283215
825,Tether USDt,USDT,tether,88927,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112606076384.23582,116084537290.48198,True,,3,,,,2024-06-19T04:20:00.000Z,1.5007938548990245,103023306786.0916,-6.8602,0.00379047,-0.01086956,0.01149721,-0.01004676,-0.05841899,-0.03880877,168998507461.75128,4.7116,174218960214.3541,,2024-06-19T04:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-19 14:22:09.283215
1839,BNB,BNB,bnb,2183,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583918.28241664,147583918.28241664,False,,4,,,,2024-06-19T04:20:00.000Z,899.7932198322115,3025273762.1603436,-4.7136,0.55303898,0.81818601,-1.55386625,3.98995147,7.46194615,8.4012187,132795009026.78966,3.702,132795009026.79564,,2024-06-19T04:20:00.000Z,,,,,,2024-06-19 14:22:09.283215
5426,Solana,SOL,solana,689,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,461906905.1802578,578471901.9404428,True,,5,,,,2024-06-19T04:20:00.000Z,210.8086189236148,4716095100.987902,-7.1599,0.87040402,3.31311282,-6.86614348,-18.62362887,-1.02991536,-26.35557743,97373956752.33125,2.7145,121946862734.17667,,2024-06-19T04:20:00.000Z,,,,,,2024-06-19 14:22:09.283215
3408,USDC,USDC,usd-coin,19782,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32843300551.423443,32843300551.423443,False,,6,,,,2024-06-19T04:20:00.000Z,1.5010596543612305,9730623953.418438,-4.3407,-0.00432162,-0.00063604,0.00198438,0.00370862,-0.00323546,-0.00858868,49299753373.80168,1.3743,49299753373.79834,,2024-06-19T04:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-19 14:22:09.283215
52,XRP,XRP,xrp,1341,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55570463728.0,99987531962.0,False,,7,,,,2024-06-19T04:21:00.000Z,0.7447745668920771,2385393976.6056967,-36.0433,0.13491496,1.35680965,2.78807017,-3.34277036,-2.97335161,-18.31836064,41387468055.01308,1.1538,74477456689.21223,,2024-06-19T04:20:00.000Z,,,,,,2024-06-19 14:22:09.283215
74,Dogecoin,DOGE,dogecoin,1009,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144768576383.70523,144768576383.70523,True,,8,,,,2024-06-19T04:21:00.000Z,0.18900380677969547,1482824340.8315213,-32.2026,0.4055717,3.52977936,-9.85282152,-16.5976078,-18.87703565,-15.99967266,27361812038.59741,0.7628,27361812038.595963,,2024-06-19T04:20:00.000Z,,,,,,2024-06-19 14:22:09.283215
11419,Toncoin,TON,toncoin,426,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2438124022.651649,5107787864.837205,True,,9,3414166606.0,24533095823.979065,,2024-06-19T04:20:00.000Z,10.785980261717135,626940003.7297221,-11.1449,0.12613878,-4.25504668,2.13037297,12.85881381,18.69077482,70.35041471,26297557583.939068,0.7331,55092499091.17431,,2024-06-19T04:20:00.000Z,,,,,,2024-06-19 14:22:09.283215
2010,Cardano,ADA,cardano,1196,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35734411718.069,36980576545.153,False,,10,,,,2024-06-19T04:20:00.000Z,0.5911256832794839,638224828.6916375,-26.1942,0.69927938,3.83133347,-7.37029295,-16.47775864,-17.56259404,-38.07729757,21123528543.43393,0.5889,26600655747.57524,,2024-06-19T04:20:00.000Z,,,,,,2024-06-19 14:22:09.283215
5994,Shiba Inu,SHIB,shiba-inu,833,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271349448629.4,589519792189012.2,False,,11,,,,2024-06-19T04:20:00.000Z,2.8262202542247227e-05,713573113.7746698,-20.367,0.61213445,4.07741221,-14.3538058,-21.18699058,-18.35260228,-29.84503596,16654106230.460508,0.4643,16661127769.51389,,2024-06-19T04:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-19 14:22:09.283215
5805,Avalanche,AVAX,avalanche,744,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393356470.40141404,442702840.40141404,False,,12,,,,2024-06-19T04:20:00.000Z,40.68180401009882,472169937.5484741,-30.7299,0.75401046,2.12386665,-15.21190702,-24.0505974,-22.98110132,-51.35484859,16002450834.974566,0.4461,29117949106.841526,,2024-06-19T04:20:00.000Z,,,,,,2024-06-19 14:22:09.283215
1958,TRON,TRX,tron,992,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87264891626.48808,87264901333.61563,True,,13,71659659264.0,8326181350.714513,,2024-06-19T04:20:00.000Z,0.1744066753436801,418066271.78380644,-26.4937,0.20166426,1.52992433,-0.13688904,-4.38755555,5.97984574,-4.17391858,15219579622.802336,0.4246,15219581315.793612,,2024-06-19T04:20:00.000Z,,,,,,2024-06-19 14:22:09.283215
6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1458690150.0079973,8555488548.158846,,2024-06-19T04:20:00.000Z,8.803872415789895,403744331.02246815,-1.4771,0.29497062,1.56218538,-8.66068184,-15.75014135,-12.92826503,-37.81992357,12659558549.61252,0.3529,12659558549.618307,,2024-06-19T04:20:00.000Z,,,,,,2024-06-19 14:22:09.283215
1975,Chainlink,LINK,chainlink,1796,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,587099970.4527867,1000000000.0,False,,15,,,,2024-06-19T04:20:00.000Z,21.370576852260097,637831923.3526465,-10.9447,0.17846433,3.349149,-6.59226622,-16.21528831,2.22333371,-22.24831582,12546665038.52091,0.3498,21370576852.25793,,2024-06-19T04:20:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-19 14:22:09.283215
1,Bitcoin,BTC,bitcoin,11114,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19714284.0,19714284.0,False,,1,,,,2024-06-19T04:26:00.000Z,98462.16866002344,53072540635.19325,-0.7222,0.12131284,-0.20763962,-2.81058703,-1.65512198,2.62198619,-1.93373886,1941111156219.6013,54.2009,2067705541860.4995,,2024-06-19T04:26:00.000Z,,,,,,2024-06-19 14:27:10.030493
1027,Ethereum,ETH,ethereum,9069,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122276014.91129717,122276014.91129717,True,,2,,,,2024-06-19T04:25:00.000Z,5356.353204040153,29276165586.80132,-5.7589,0.60809402,3.29580568,1.25702314,15.42804767,16.80887106,1.45896953,654953524247.3882,18.2872,654953524247.3943,,2024-06-19T04:26:00.000Z,,,,,,2024-06-19 14:27:10.030493
825,Tether USDt,USDT,tether,88927,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112606076384.23582,116084537290.48198,True,,3,,,,2024-06-19T04:25:00.000Z,1.5007944552176877,102970819530.08139,-7.046,0.02352994,-0.0109791,0.02266365,-0.01113159,-0.06506173,-0.01848223,168998575061.28055,4.7187,174219029902.06827,,2024-06-19T04:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-19 14:27:10.030493
1839,BNB,BNB,bnb,2183,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583918.28241664,147583918.28241664,False,,4,,,,2024-06-19T04:25:00.000Z,899.5059230390272,3020047413.391803,-5.0456,0.34737415,0.55766855,-1.44113819,3.97209428,7.36761514,8.40154652,132752608640.34155,3.7066,132752608640.34633,,2024-06-19T04:26:00.000Z,,,,,,2024-06-19 14:27:10.030493
5426,Solana,SOL,solana,689,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,461906905.1802578,578471901.9404428,True,,5,,,,2024-06-19T04:25:00.000Z,210.62943649425955,4701554639.89892,-7.9412,0.35876896,2.64547988,-6.9667132,-18.79934378,-1.32045689,-26.13128667,97291191150.92508,2.7165,121843210733.47649,,2024-06-19T04:26:00.000Z,,,,,,2024-06-19 14:27:10.030493
3408,USDC,USDC,usd-coin,19782,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,32843300551.423443,32843300551.423443,False,,6,,,,2024-06-19T04:25:00.000Z,1.501071114816908,9729380646.49453,-4.3828,0.0029063,-0.00074726,0.00398579,0.00090965,-0.00631674,0.00695238,49300129772.99196,1.3765,49300129772.99782,,2024-06-19T04:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-06-19 14:27:10.030493
52,XRP,XRP,xrp,1341,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55570463728.0,99987531962.0,False,,7,,,,2024-06-19T04:26:00.000Z,0.7440157535670168,2380935801.866025,-36.2879,-0.11717268,1.27542897,2.73794997,-3.50109777,-3.05911996,-18.43898563,41345300446.656494,1.1544,74401575356.70358,,2024-06-19T04:26:00.000Z,,,,,,2024-06-19 14:27:10.030493
74,Dogecoin,DOGE,dogecoin,1009,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,144768576383.70523,144768576383.70523,True,,8,,,,2024-06-19T04:26:00.000Z,0.1888831816331978,1479616976.5473316,-32.3973,-0.0782543,3.35674023,-9.78821588,-16.75351225,-18.99342073,-16.38569498,27344349307.862865,0.7635,27344349307.86346,,2024-06-19T04:26:00.000Z,,,,,,2024-06-19 14:27:10.030493
11419,Toncoin,TON,toncoin,426,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2438124022.651649,5107787864.837205,True,,9,3414166606.0,24478495942.44268,,2024-06-19T04:25:00.000Z,10.76236974600213,626051456.3371888,-11.4027,-0.02821791,-4.68993246,1.9546352,12.42829589,18.42220891,69.9336567,26239992218.387123,0.7327,54971901585.51934,,2024-06-19T04:26:00.000Z,,,,,,2024-06-19 14:27:10.030493
2010,Cardano,ADA,cardano,1196,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35734411718.069,36980576545.153,False,,10,,,,2024-06-19T04:25:00.000Z,0.5905734645372066,636980501.7396894,-26.462,0.46529983,3.58143396,-7.40501364,-16.65611638,-17.74974833,-38.10460018,21103795331.538963,0.5892,26575805904.16716,,2024-06-19T04:26:00.000Z,,,,,,2024-06-19 14:27:10.030493
5994,Shiba Inu,SHIB,shiba-inu,833,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589271349448629.4,589519792189012.2,False,,11,,,,2024-06-19T04:25:00.000Z,2.8275944762253574e-05,712414185.2228596,-20.7157,0.29720934,3.89523731,-14.17062834,-21.22346708,-18.39799733,-29.86609543,16662204126.988068,0.4652,16669229080.19149,,2024-06-19T04:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-06-19 14:27:10.030493
5805,Avalanche,AVAX,avalanche,744,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,393356470.40141404,442702840.40141404,False,,12,,,,2024-06-19T04:25:00.000Z,40.64049660172516,471679758.2045729,-30.8715,0.43087445,1.98511326,-15.33108734,-24.15424246,-23.18561852,-51.33065229,15986202298.61527,0.4464,29088383382.21046,,2024-06-19T04:26:00.000Z,,,,,,2024-06-19 14:27:10.030493
1958,TRON,TRX,tron,992,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87264891626.48808,87264901333.61563,True,,13,71659659264.0,8327362847.339874,,2024-06-19T04:25:00.000Z,0.1744378152833976,416899986.3399703,-26.8852,0.16659947,1.48002775,-0.13710953,-4.37877483,5.96637156,-4.24070034,15222297046.267038,0.425,15222298739.553593,,2024-06-19T04:26:00.000Z,,,,,,2024-06-19 14:27:10.030493
6636,Polkadot,DOT,polkadot-new,784,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431.368154,1437953431.368154,True,,14,1458690150.0079973,8554208555.89122,,2024-06-19T04:26:00.000Z,8.80287779959755,403559649.35976005,-1.6749,-0.01705101,1.4985647,-8.69700155,-15.90545416,-13.06073205,-37.76442966,12658128337.84584,0.3534,12658128337.844975,,2024-06-19T04:26:00.000Z,,,,,,2024-06-19 14:27:10.030493
1975,Chainlink,LINK,chainlink,1796,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,587099970.4527867,1000000000.0,False,,15,,,,2024-06-19T04:25:00.000Z,21.396788280928675,637652682.1723703,-11.1334,0.13755896,3.36637243,-6.34916473,-16.12800733,2.17178534,-22.11087125,12562053767.517757,0.3507,21396788280.92773,,2024-06-19T04:26:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-06-19 14:27:10.030493
1,Bitcoin,BTC,bitcoin,11114,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19714284.0,19714284.0,False,,1,,,,2024-06-19T04:30:00.000Z,98444.86588774562,53047631433.7682,-0.8785,0.18102704,-0.20841805,-2.8503825,-1.62999397,2.50290426,-1.8528147,1940770044452.9294,54.213,2067342183642.655,,2024-06-19T04:30:03.000Z,,,,,,2024-06-19 14:32:10.804311
1027,Ethereum,ETH,ethereum,9069,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,122276014.91129717,122276014.91129717,True,,2,,,,2024-06-19T04:29:00.000Z,5356.869732779459,29241144083.78957,-6.0006,0.48139416,3.29887251,1.2372729,15.36465843,16.76252135,1.55866547,655016683323.2177,18.2921,655016683323.2156,,2024-06-19T04:30:03.000Z,,,,,,2024-06-19 14:32:10.804311
825,Tether USDt,USDT,tether,88927,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,112606076384.23582,116084537290.48198,True,,3,,,,2024-06-19T04:29:00.000Z,1.5009612495195495,102859149411.81354,-7.3074,0.01643137,-0.01022821,0.04513236,0.00945863,-0.0542373,-0.00841982,169017357113.17645,4.7195,174238392141.42587,,2024-06-19T04:30:03.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-06-19 14:32:10.804311
1839,BNB,BNB,bnb,2183,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147583918.28241664,147583918.28241664,False,,4,,,,2024-06-19T04:29:00.000Z,899.3657593560811,3017765279.0098934,-5.3264,0.19012807,0.57627955,-1.49479433,3.99990684,7.36874608,8.31480048,132731922734.81146,3.7077,132731922734.8128,,2024-06-19T04:30:03.000Z,,,,,,2024-06-19 14:32:10.804311
